attendance,matchday,season,team_distance,points_home,points_away,position_home,position_away,last_season_position_home,last_season_position_away,form_home,form_away,rain,sun,temp_avg,weekday_Donnerstag,weekday_Freitag,weekday_Mittwoch,weekday_Montag,weekday_Samstag,weekday_Sonntag,time_evening,time_noon,hometeam_BSC Young Boys,hometeam_FC Aarau,hometeam_FC Basel,hometeam_FC Lausanne-Sport,hometeam_FC Lugano,hometeam_FC Luzern,hometeam_FC Schaffhausen,hometeam_FC Sion,hometeam_FC St. Gallen,hometeam_FC Thun,hometeam_FC Vaduz,hometeam_FC Wil 1900,hometeam_FC Zürich,hometeam_Grasshopper Club Zürich,hometeam_Neuchâtel Xamax FC,hometeam_Servette Genève,hometeam_Yverdon-Sport FC,awayteam_BSC Young Boys,awayteam_FC Aarau,awayteam_FC Basel,awayteam_FC Lausanne-Sport,awayteam_FC Lugano,awayteam_FC Luzern,awayteam_FC Schaffhausen,awayteam_FC Sion,awayteam_FC St. Gallen,awayteam_FC Thun,awayteam_FC Vaduz,awayteam_FC Wil 1900,awayteam_FC Zürich,awayteam_Grasshopper Club Zürich,awayteam_Neuchâtel Xamax FC,awayteam_Servette Genève,awayteam_Yverdon-Sport FC
4603,3,2011,90397.57010561733,0.0,1.5,9,10,8,4,0.0,1.5,0.0,678.0,18.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13200,5,2011,116285.43603564464,1.75,2.0,10,1,4,6,1.75,2.0,0.0,712.0,20.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5200,36,2011,116285.43603564464,1.5142857142857142,1.457142857142857,10,2,4,6,1.0,1.25,0.0,474.0,17.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8300,9,2011,155415.84452686927,1.75,0.875,10,8,4,7,1.6,0.6,0.0,620.0,15.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6500,33,2011,155415.84452686927,1.5625,0.8125,10,7,4,7,1.0,0.75,0.1,396.0,13.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9300,14,2011,62000.395393900515,1.7692307692307692,1.2307692307692308,10,5,4,5,1.8,0.4,0.0,350.0,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8800,24,2011,62000.395393900515,1.5217391304347827,1.3478260869565215,10,4,4,5,1.0,2.0,0.0,572.0,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12500,2,2011,79740.7013387768,3.0,1.0,10,4,4,3,3.0,1.0,3.3,68.0,15.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8700,20,2011,79740.7013387768,1.6842105263157894,1.5789473684210529,10,3,4,3,1.2,1.0,0.0,443.0,-6.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800,13,2011,148312.41758531213,1.9166666666666667,1.8333333333333333,10,2,4,1,2.4,2.6,0.0,472.0,9.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12500,30,2011,148312.41758531213,1.6896551724137931,2.034482758620689,10,1,4,1,2.2,2.333333333333333,0.0,569.0,9.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15300,7,2011,93509.0230191718,1.8333333333333333,1.3333333333333333,10,4,4,10,1.6,1.6,0.0,712.0,16.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12300,22,2011,93509.0230191718,1.5238095238095235,1.2857142857142858,10,5,4,10,0.75,1.5,0.0,529.0,5.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10500,1,2011,155415.84452686927,0.0,0.0,10,7,4,2,0.0,0.0,0.0,593.0,19.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10500,28,2011,155415.84452686927,1.6666666666666667,1.148148148148148,10,6,4,2,2.6,1.25,0.0,45.0,10.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,11,2011,64310.815046926604,1.7,0.5,10,9,4,10,1.8,0.4,0.0,587.0,16.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10500,26,2011,64310.815046926604,1.56,0.56,10,9,4,10,1.75,0.6,0.0,641.0,11.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9800,16,2011,90397.57010561733,1.7333333333333334,1.4666666666666666,10,4,4,8,1.8,2.0,0.0,343.0,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14850,4,2012,148312.41758531213,3.0,1.6666666666666667,1,3,10,1,3.0,1.6666666666666667,10.9,659.0,21.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9500,30,2012,148312.41758531213,1.4482758620689655,1.9655172413793105,4,1,10,1,1.2,1.6,5.8,577.0,15.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13500,6,2012,79740.7013387768,2.6,1.6,1,4,10,3,2.6,1.6,0.0,733.0,25.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,28,2012,79740.7013387768,1.5185185185185186,1.1851851851851851,4,7,10,3,1.2,0.4,0.0,502.0,10.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,12,2012,116285.43603564464,1.818181818181818,0.8181818181818182,3,9,10,2,0.8,1.2,1.9,47.0,15.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9800,26,2012,116285.43603564464,1.48,0.88,4,9,10,2,0.4,0.6,0.0,424.0,9.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13800,8,2012,202941.2187063042,2.2857142857142856,2.142857142857143,1,2,10,10,2.0,2.2,0.0,174.0,12.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9500,20,2012,202941.2187063042,1.6842105263157894,1.7894736842105263,4,3,10,10,1.4,0.6,0.0,488.0,2.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9200,11,2012,155415.84452686927,1.9,0.9,3,8,10,6,1.2,1.0,2.1,264.0,14.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6200,36,2012,155415.84452686927,1.2857142857142858,1.5714285714285714,6,4,10,6,0.6,3.0,0.6,5.0,11.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8800,14,2012,64310.815046926604,1.8461538461538465,0.9230769230769232,3,9,10,7,1.6,1.4,2.5,0.0,7.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9300,23,2012,64310.815046926604,1.5909090909090908,1.0,4,8,10,7,0.6,0.4,0.0,478.0,7.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8200,34,2012,62000.395393900515,1.3636363636363635,1.3333333333333333,5,6,10,5,0.6,2.0,0.0,245.0,8.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5800,9,2012,62000.395393900515,2.0,1.25,3,6,10,5,1.4,1.2,0.9,245.0,16.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14500,2,2012,93509.0230191718,3.0,0.0,1,9,10,4,3.0,0.0,0.0,795.0,17.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11800,25,2012,93509.0230191718,1.5,0.6666666666666666,4,10,10,4,0.8,1.0,4.2,0.0,5.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13200,17,2012,155415.84452686927,1.9375,2.0625,3,1,10,8,2.2,1.4,0.0,91.0,5.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6800,33,2012,155415.84452686927,1.40625,1.78125,5,2,10,8,0.8,0.8,11.3,78.0,13.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27575,10,2012,148312.41758531213,1.5555555555555556,2.1111111111111107,4,3,1,10,1.6,1.8,6.9,5.0,12.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24265,19,2012,148312.41758531213,1.8333333333333333,1.7777777777777777,2,4,1,10,2.4,1.6,1.6,508.0,-3.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30057,15,2012,68663.3352233927,1.7142857142857142,1.4285714285714286,4,5,1,3,2.0,1.4,7.1,325.0,15.2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27818,23,2012,68663.3352233927,1.9545454545454544,1.3636363636363635,2,5,1,3,2.6,1.8,4.6,58.0,7.9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29256,2,2012,78199.61207064905,3.0,1.0,2,4,1,2,3.0,1.0,4.1,177.0,15.3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28440,29,2012,78199.61207064905,2.0357142857142856,0.9285714285714286,1,9,1,2,2.2,1.0,0.4,0.0,7.7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30062,18,2012,135704.38578026873,1.7647058823529411,1.9411764705882355,4,2,1,10,1.8,1.2,0.4,82.0,-1.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
34060,36,2012,135704.38578026873,1.9714285714285715,1.6857142857142855,1,3,1,10,1.8,1.2,12.0,0.0,12.2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30423,8,2012,74895.50357665005,1.7142857142857142,1.1428571428571428,4,6,1,6,1.6,1.4,0.0,4.0,15.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32328,27,2012,74895.50357665005,2.0384615384615383,1.2692307692307692,1,5,1,6,2.6,1.8,0.0,757.0,16.5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26627,6,2012,136321.16112328268,1.8,0.8,2,8,1,7,1.8,0.8,0.0,775.0,24.2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35171,33,2012,136321.16112328268,1.96875,0.84375,1,9,1,7,1.4,0.2,0.1,0.0,11.7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27422,5,2012,88904.03770920643,1.5,1.75,4,3,1,5,1.5,1.75,0.0,735.0,20.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25440,24,2012,88904.03770920643,2.0,1.0434782608695652,2,8,1,5,2.6,1.2,7.2,0.0,4.9,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27199,12,2012,186561.69228434862,1.6363636363636365,0.18181818181818185,4,10,1,4,1.2,0.0,0.7,0.0,13.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26797,32,2012,186561.69228434862,1.935483870967742,0.8387096774193549,1,10,1,4,1.4,1.2,0.2,137.0,10.6,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32060,16,2012,74895.50357665005,1.8,2.2,4,1,1,8,2.0,2.0,0.0,250.0,6.6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27653,21,2012,74895.50357665005,1.95,2.15,2,1,1,8,2.4,2.0,0.5,15.0,-3.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17737,18,2012,79740.7013387768,1.2352941176470589,1.8823529411764703,5,3,3,10,0.8,1.8,1.2,162.0,-2.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15173,24,2012,79740.7013387768,1.3043478260869563,1.5217391304347827,6,4,3,10,1.2,0.6,8.2,10.0,2.6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19322,35,2012,68663.3352233927,1.2352941176470589,1.9411764705882355,7,1,3,1,1.2,1.8,6.9,137.0,6.8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22757,9,2012,68663.3352233927,1.5,1.625,5,4,3,1,1.6,1.6,0.0,275.0,14.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16537,14,2012,66305.1836585949,1.3076923076923077,0.9230769230769232,5,8,3,2,1.0,1.2,15.3,0.0,3.6,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14597,19,2012,66305.1836585949,1.3333333333333333,1.0,5,7,3,2,1.4,1.2,0.0,281.0,-3.7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19904,16,2012,155542.0823957298,1.3333333333333333,2.066666666666667,5,2,3,10,1.4,1.4,0.0,167.0,2.8,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15192,22,2012,155542.0823957298,1.2857142857142858,1.761904761904762,5,3,3,10,1.2,1.0,0.0,322.0,-0.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18160,5,2012,95455.45065631402,1.25,1.0,5,7,3,6,1.25,1.0,0.0,576.0,18.3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15127,34,2012,95455.45065631402,1.2727272727272727,1.4848484848484849,7,4,3,6,1.8,2.6,0.3,101.0,7.3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17132,7,2012,78299.39505513436,1.3333333333333333,0.6666666666666666,5,8,3,7,1.4,0.6,0.0,584.0,15.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13413,29,2012,78299.39505513436,1.1785714285714286,0.9285714285714286,7,8,3,7,0.6,0.2,0.1,110.0,7.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22212,3,2012,25203.66205534426,0.5,2.0,7,2,3,5,0.5,2.0,1.1,106.0,16.7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19011,27,2012,25203.66205534426,1.2307692307692308,1.1538461538461535,6,7,3,5,1.0,1.4,0.0,757.0,13.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16404,11,2012,129637.37093909303,1.3,0.2,5,10,3,4,1.0,0.2,0.0,6.0,11.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13817,26,2012,129637.37093909303,1.28,0.68,6,10,3,4,1.0,1.0,0.0,49.0,3.4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18711,2,2012,95455.45065631402,1.0,0.0,3,10,3,8,1.0,0.0,0.0,711.0,14.3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15069,31,2012,95455.45065631402,1.2,1.9,7,2,3,8,0.8,1.6,0.0,496.0,13.7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13298,3,2012,116285.43603564464,1.0,3.0,6,1,2,10,1.0,3.0,1.4,1.0,17.1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11724,35,2012,116285.43603564464,1.0588235294117647,1.3235294117647058,8,6,2,10,1.4,0.6,7.1,119.0,8.1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16253,13,2012,78199.61207064905,0.75,1.75,9,4,2,1,0.6,1.8,0.0,509.0,12.1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17000,25,2012,78199.61207064905,0.9166666666666666,2.0416666666666665,9,1,2,1,0.8,2.6,0.0,102.0,2.9,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12874,8,2012,66305.1836585949,0.8571428571428571,1.2857142857142858,8,5,2,3,0.8,1.6,0.0,28.0,14.5,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12619,32,2012,66305.1836585949,1.064516129032258,1.2580645161290325,8,6,2,3,2.2,1.4,0.2,14.0,10.6,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12276,5,2012,91049.01537084297,0.5,2.0,9,2,2,10,0.5,2.0,0.0,764.0,19.5,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13373,31,2012,91049.01537084297,1.0,1.7666666666666666,8,3,2,10,1.6,2.0,2.3,666.0,16.2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14127,1,2012,39797.51359067549,0.0,0.0,4,6,2,6,0.0,0.0,4.7,183.0,15.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11159,20,2012,39797.51359067549,0.9473684210526316,1.0526315789473684,9,7,2,6,1.2,1.2,0.0,0.0,1.6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11574,18,2012,140690.7293392141,1.0,1.1764705882352942,8,6,2,7,1.6,1.6,0.0,0.0,-0.8,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10843,27,2012,140690.7293392141,0.8461538461538461,1.0,9,8,2,7,0.6,1.0,0.0,465.0,10.2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10477,11,2012,60934.43454238334,0.6,1.3,9,6,2,5,0.6,1.2,0.2,0.0,11.8,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9771,22,2012,60934.43454238334,0.9047619047619048,1.0952380952380951,9,7,2,5,0.6,1.8,0.0,0.0,0.9,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11278,15,2012,190341.8197769476,0.8571428571428571,0.42857142857142855,9,10,2,4,1.2,0.8,24.5,270.0,10.9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10827,23,2012,190341.8197769476,0.9090909090909092,0.6818181818181818,9,10,2,4,0.6,1.0,0.0,242.0,8.3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11083,6,2012,39797.51359067549,0.6,1.6,9,5,2,8,0.6,1.6,0.0,775.0,23.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12360,28,2012,39797.51359067549,0.925925925925926,1.9629629629629632,9,2,2,8,1.0,1.6,1.3,0.0,7.4,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15241,15,2012,202941.2187063042,2.2142857142857144,1.7857142857142858,2,3,10,10,2.0,1.2,17.9,385.0,9.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13274,32,2012,202941.2187063042,1.7096774193548387,1.4516129032258065,3,4,10,10,1.8,1.0,1.0,75.0,8.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18841,7,2012,135704.38578026873,2.0,2.0,3,2,10,1,2.2,1.8,30.6,202.0,17.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19500,26,2012,135704.38578026873,1.72,2.08,3,1,10,1,1.8,2.6,0.0,0.0,0.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
